word		freq		rank		freq*rank 			 -60037.5
movement		124		841		104284 			 44246.5
meaning		124		842		104408 			 44370.5
manner		124		843		104532 			 44494.5
lot		124		844		104656 			 44618.5
carried		124		845		104780 			 44742.5
aid		124		846		104904 			 44866.5
wide		123		847		104181 			 44143.5
somewhat		123		848		104304 			 44266.5
respect		123		849		104427 			 44389.5
fear		123		850		104550 			 44512.5
Although		123		851		104673 			 44635.5
works		122		852		103944 			 43906.5
treatment		122		853		104066 			 44028.5
throughout		122		854		104188 			 44150.5
series		122		855		104310 			 44272.5
red		122		856		104432 			 44394.5
plant		122		857		104554 			 44516.5
performance		122		858		104676 			 44638.5
larger		122		859		104798 			 44760.5
game		122		860		104920 			 44882.5
direct		122		861		105042 			 45004.5
beautiful		122		862		105164 			 45126.5
approach		122		863		105286 			 45248.5
reaction		121		864		104544 			 44506.5
numbers		121		865		104665 			 44627.5
Just		121		866		104786 			 44748.5
easy		121		867		104907 			 44869.5
couple		121		868		105028 			 44990.5
C		121		869		105149 			 45111.5
While		120		870		104400 			 44362.5
remember		120		871		104520 			 44482.5
opportunity		120		872		104640 			 44602.5
J.		120		873		104760 			 44722.5
described		120		874		104880 			 44842.5
court		120		875		105000 			 44962.5
charge		120		876		105120 			 45082.5
window		119		877		104363 			 44325.5
understanding		119		878		104482 			 44444.5
served		119		879		104601 			 44563.5
running		119		880		104720 			 44682.5
reported		119		881		104839 			 44801.5
labor		119		882		104958 			 44920.5
indeed		119		883		105077 			 45039.5
generally		119		884		105196 			 45158.5
freedom		119		885		105315 			 45277.5
First		119		886		105434 			 45396.5
eye		119		887		105553 			 45515.5
determined		119		888		105672 			 45634.5
decision		119		889		105791 			 45753.5
trial		118		890		105020 			 44982.5
nation		118		891		105138 			 45100.5
medical		118		892		105256 			 45218.5
lower		118		893		105374 			 45336.5
hot		118		894		105492 			 45454.5
Europe		118		895		105610 			 45572.5
Each		118		896		105728 			 45690.5
clearly		118		897		105846 			 45808.5
British		118		898		105964 			 45926.5
Aj		118		899		106082 			 46044.5
S.		117		900		105300 			 45262.5
persons		117		901		105417 			 45379.5
nations		117		902		105534 			 45496.5
international		117		903		105651 			 45613.5
immediately		117		904		105768 			 45730.5
image		117		905		105885 			 45847.5
feed		117		906		106002 			 45964.5
character		117		907		106119 			 46081.5
certainly		117		908		106236 			 46198.5
appear		117		909		106353 			 46315.5
account		117		910		106470 			 46432.5
responsibility		116		911		105676 			 45638.5
learned		116		912		105792 			 45754.5
fiscal		116		913		105908 			 45870.5
earth		116		914		106024 			 45986.5
based		116		915		106140 			 46102.5
ask		116		916		106256 			 46218.5
Act		116		917		106372 			 46334.5
volume		115		918		105570 			 45532.5
technical		115		919		105685 			 45647.5
steps		115		920		105800 			 45762.5
returned		115		921		105915 			 45877.5
planning		115		922		106030 			 45992.5
obtained		115		923		106145 			 46107.5
man's		115		924		106260 			 46222.5
length		115		925		106375 			 46337.5
forward		115		926		106490 			 46452.5
audience		115		927		106605 			 46567.5
arms		115		928		106720 			 46682.5
activity		115		929		106835 			 46797.5
types		114		930		106020 			 45982.5
ones		114		931		106134 			 46096.5
industrial		114		932		106248 			 46210.5
gives		114		933		106362 			 46324.5
blood		114		934		106476 			 46438.5
6		114		935		106590 			 46552.5
test		113		936		105768 			 45730.5
straight		113		937		105881 			 45843.5
serious		113		938		105994 			 45956.5
saying		113		939		106107 			 46069.5
lived		113		940		106220 			 46182.5
function		113		941		106333 			 46295.5
doubt		113		942		106446 			 46408.5
corner		113		943		106559 			 46521.5
15		113		944		106672 			 46634.5
quality		112		945		105840 			 45802.5
plane		112		946		105952 			 45914.5
latter		112		947		106064 			 46026.5
federal		112		948		106176 			 46138.5
farm		112		949		106288 			 46250.5
30		112		950		106400 			 46362.5
writing		111		951		105561 			 45523.5
White		111		952		105672 			 45634.5
Such		111		953		105783 			 45745.5
square		111		954		105894 			 45856.5
pattern		111		955		106005 			 45967.5
include		111		956		106116 			 46078.5
hit		111		957		106227 			 46189.5
Brown		111		958		106338 			 46300.5
Another		111		959		106449 			 46411.5
according		111		960		106560 			 46522.5
stop		110		961		105710 			 45672.5
Our		110		962		105820 			 45782.5
organization		110		963		105930 			 45892.5
nuclear		110		964		106040 			 46002.5
moving		110		965		106150 			 46112.5
May		110		966		106260 			 46222.5
letters		110		967		106370 			 46332.5
horse		110		968		106480 			 46442.5
extent		110		969		106590 			 46552.5
Court		110		970		106700 			 46662.5
completely		110		971		106810 			 46772.5
choice		110		972		106920 			 46882.5
born		110		973		107030 			 46992.5
activities		110		974		107140 			 47102.5
A.		110		975		107250 			 47212.5
wish		109		976		106384 			 46346.5
visit		109		977		106493 			 46455.5
student		109		978		106602 			 46564.5
specific		109		979		106711 			 46673.5
Southern		109		980		106820 			 46782.5
shot		109		981		106929 			 46891.5
recently		109		982		107038 			 47000.5
progress		109		983		107147 			 47109.5
pool		109		984		107256 			 47218.5
parts		109		985		107365 			 47327.5
Oh		109		986		107474 			 47436.5
lack		109		987		107583 			 47545.5
design		109		988		107692 			 47654.5
cars		109		989		107801 			 47763.5
slowly		108		990		106920 			 46882.5
main		108		991		107028 			 46990.5
indicated		108		992		107136 			 47098.5
importance		108		993		107244 			 47206.5
firm		108		994		107352 			 47314.5
established		108		995		107460 			 47422.5
effects		108		996		107568 			 47530.5
distance		108		997		107676 			 47638.5
Their		107		998		106786 			 46748.5
stress		107		999		106893 			 46855.5
stay		107		1000		107000 			 46962.5
spring		107		1001		107107 			 47069.5
speak		107		1002		107214 			 47176.5
principle		107		1003		107321 			 47283.5
plans		107		1004		107428 			 47390.5
neither		107		1005		107535 			 47497.5
Negro		107		1006		107642 			 47604.5
heavy		107		1007		107749 			 47711.5
hall		107		1008		107856 			 47818.5
expect		107		1009		107963 			 47925.5
remained		106		1010		107060 			 47022.5
operation		106		1011		107166 			 47128.5
note		106		1012		107272 			 47234.5
leaders		106		1013		107378 			 47340.5
language		106		1014		107484 			 47446.5
growing		106		1015		107590 			 47552.5
existence		106		1016		107696 			 47658.5
easily		106		1017		107802 			 47764.5
designed		106		1018		107908 			 47870.5
consider		106		1019		108014 			 47976.5
cities		106		1020		108120 			 48082.5
central		106		1021		108226 			 48188.5
attitude		106		1022		108332 			 48294.5
applied		106		1023		108438 			 48400.5
ahead		106		1024		108544 			 48506.5
additional		106		1025		108650 			 48612.5
8		106		1026		108756 			 48718.5
write		105		1027		107835 			 47797.5
season		105		1028		107940 			 47902.5
science		105		1029		108045 			 48007.5
Rhode		105		1030		108150 			 48112.5
reach		105		1031		108255 			 48217.5
radio		105		1032		108360 			 48322.5
Many		105		1033		108465 			 48427.5
continue		105		1034		108570 			 48532.5
afternoon		105		1035		108675 			 48637.5
waiting		104		1036		107744 			 47706.5
Union		104		1037		107848 			 47810.5
spent		104		1038		107952 			 47914.5
role		104		1039		108056 			 48018.5
press		104		1040		108160 			 48122.5
Most		104		1041		108264 			 48226.5
interested		104		1042		108368 			 48330.5
I'd		104		1043		108472 			 48434.5
Do		104		1044		108576 			 48538.5
covered		104		1045		108680 			 48642.5
College		104		1046		108784 			 48746.5
closed		104		1047		108888 			 48850.5
becomes		104		1048		108992 			 48954.5
apparently		104		1049		109096 			 49058.5
World		103		1050		108150 			 48112.5
won't		103		1051		108253 			 48215.5
Western		103		1052		108356 			 48318.5
suggested		103		1053		108459 			 48421.5
staff		103		1054		108562 			 48524.5
serve		103		1055		108665 			 48627.5
played		103		1056		108768 			 48730.5
mouth		103		1057		108871 			 48833.5
faith		103		1058		108974 			 48936.5
elements		103		1059		109077 			 49039.5
attack		103		1060		109180 			 49142.5
analysis		103		1061		109283 			 49245.5
administration		103		1062		109386 			 49348.5
teeth		102		1063		108426 			 48388.5
sun		102		1064		108528 			 48490.5
scene		102		1065		108630 			 48592.5
reasons		102		1066		108732 			 48694.5
prepared		102		1067		108834 			 48796.5
original		102		1068		108936 			 48898.5
Only		102		1069		109038 			 49000.5
married		102		1070		109140 			 49102.5
limited		102		1071		109242 			 49204.5
factors		102		1072		109344 			 49306.5
Don't		102		1073		109446 			 49408.5
date		102		1074		109548 			 49510.5
B		102		1075		109650 			 49612.5
1959		102		1076		109752 			 49714.5
Two		101		1077		108777 			 48739.5
Sunday		101		1078		108878 			 48840.5
rise		101		1079		108979 			 48941.5
religion		101		1080		109080 			 49042.5
raised		101		1081		109181 			 49143.5
professional		101		1082		109282 			 49244.5
playing		101		1083		109383 			 49345.5
James		101		1084		109484 			 49446.5
exactly		101		1085		109585 			 49547.5
dropped		101		1086		109686 			 49648.5
demand		101		1087		109787 			 49749.5
deep		101		1088		109888 			 49850.5
current		101		1089		109989 			 49951.5
built		101		1090		110090 			 50052.5
bit		101		1091		110191 			 50153.5
ball		101		1092		110292 			 50254.5
Thomas		100		1093		109300 			 49262.5
rates		100		1094		109400 			 49362.5
race		100		1095		109500 			 49462.5
price		100		1096		109600 			 49562.5
meant		100		1097		109700 			 49662.5
figures		100		1098		109800 			 49762.5
talking		99		1099		108801 			 48763.5
sides		99		1100		108900 			 48862.5
pretty		99		1101		108999 			 48961.5
places		99		1102		109098 			 49060.5
June		99		1103		109197 			 49159.5
hardly		99		1104		109296 			 49258.5
gun		99		1105		109395 			 49357.5
filled		99		1106		109494 			 49456.5
events		99		1107		109593 			 49555.5
daily		99		1108		109692 			 49654.5
techniques		98		1109		108682 			 48644.5
Street		98		1110		108780 			 48742.5
related		98		1111		108878 			 48840.5
machine		98		1112		108976 			 48938.5
knows		98		1113		109074 			 49036.5
Is		98		1114		109172 			 49134.5
hadn't		98		1115		109270 			 49232.5
facilities		98		1116		109368 			 49330.5
entered		98		1117		109466 			 49428.5
Chicago		98		1118		109564 			 49526.5
That's		97		1119		108543 			 48505.5
supply		97		1120		108640 			 48602.5
style		97		1121		108737 			 48699.5
officer		97		1122		108834 			 48796.5
March		97		1123		108931 			 48893.5
income		97		1124		109028 			 48990.5
fight		97		1125		109125 			 49087.5
dollars		97		1126		109222 			 49184.5
concern		97		1127		109319 			 49281.5
claim		97		1128		109416 			 49378.5
Christ		97		1129		109513 			 49475.5
caught		97		1130		109610 			 49572.5
blue		97		1131		109707 			 49669.5
walk		96		1132		108672 			 48634.5
usual		96		1133		108768 			 48730.5
status		96		1134		108864 			 48826.5
standing		96		1135		108960 			 48922.5
popular		96		1136		109056 			 49018.5
institutions		96		1137		109152 			 49114.5
glass		96		1138		109248 			 49210.5
energy		96		1139		109344 			 49306.5
Charles		96		1140		109440 			 49402.5
actual		96		1141		109536 			 49498.5
12		96		1142		109632 			 49594.5
trees		95		1143		108585 			 48547.5
thousand		95		1144		108680 			 48642.5
studies		95		1145		108775 			 48737.5
share		95		1146		108870 			 48832.5
products		95		1147		108965 			 48927.5
changed		95		1148		109060 			 49022.5
behavior		95		1149		109155 			 49117.5
attempt		95		1150		109250 			 49212.5
unit		94		1151		108194 			 48156.5
shows		94		1152		108288 			 48250.5
seven		94		1153		108382 			 48344.5
opinion		94		1154		108476 			 48438.5
materials		94		1155		108570 			 48532.5
included		94		1156		108664 			 48626.5
green		94		1157		108758 			 48720.5
gas		94		1158		108852 			 48814.5
film		94		1159		108946 			 48908.5
considerable		94		1160		109040 			 49002.5
accepted		94		1161		109134 			 49096.5
7		94		1162		109228 			 49190.5
you're		93		1163		108159 			 48121.5
successful		93		1164		108252 			 48214.5
station		93		1165		108345 			 48307.5
standard		93		1166		108438 			 48400.5
remain		93		1167		108531 			 48493.5
relations		93		1168		108624 			 48586.5
primary		93		1169		108717 			 48679.5
practice		93		1170		108810 			 48772.5
Perhaps		93		1171		108903 			 48865.5
older		93		1172		108996 			 48958.5
Old		93		1173		109089 			 49051.5
highly		93		1174		109182 			 49144.5
giving		93		1175		109275 			 49237.5
eight		93		1176		109368 			 49330.5
drive		93		1177		109461 			 49423.5
C.		93		1178		109554 			 49516.5
Americans		93		1179		109647 			 49609.5
tradition		92		1180		108560 			 48522.5
thin		92		1181		108652 			 48614.5
sitting		92		1182		108744 			 48706.5
proper		92		1183		108836 			 48798.5
poor		92		1184		108928 			 48890.5
pieces		92		1185		109020 			 48982.5
obvious		92		1186		109112 			 49074.5
none		92		1187		109204 			 49166.5
middle		92		1188		109296 			 49258.5
marriage		92		1189		109388 			 49350.5
Jack		92		1190		109480 			 49442.5
fell		92		1191		109572 			 49534.5
determine		92		1192		109664 			 49626.5
Communist		92		1193		109756 			 49718.5
books		92		1194		109848 			 49810.5
20		92		1195		109940 			 49902.5
worth		91		1196		108836 			 48798.5
structure		91		1197		108927 			 48889.5
sign		91		1198		109018 			 48980.5
radiation		91		1199		109109 			 49071.5
project		91		1200		109200 			 49162.5
objective		91		1201		109291 			 49253.5
Mike		91		1202		109382 			 49344.5
Let		91		1203		109473 			 49435.5
happy		91		1204		109564 			 49526.5
arm		91		1205		109655 			 49617.5
1958		91		1206		109746 			 49708.5
weight		90		1207		108630 			 48592.5
university		90		1208		108720 			 48682.5
that's		90		1209		108810 			 48772.5
source		90		1210		108900 			 48862.5
purposes		90		1211		108990 			 48952.5
produced		90		1212		109080 			 49042.5
news		90		1213		109170 			 49132.5
kitchen		90		1214		109260 			 49222.5
heat		90		1215		109350 			 49312.5
funds		90		1216		109440 			 49402.5
follow		90		1217		109530 			 49492.5
entirely		90		1218		109620 			 49582.5
dinner		90		1219		109710 			 49672.5
complex		90		1220		109800 			 49762.5
caused		90		1221		109890 			 49852.5
cattle		90		1222		109980 			 49942.5
balance		90		1223		110070 			 50032.5
Yes		89		1224		108936 			 48898.5
regard		89		1225		109025 			 48987.5
noted		89		1226		109114 			 49076.5
mass		89		1227		109203 			 49165.5
London		89		1228		109292 			 49254.5
leadership		89		1229		109381 			 49343.5
goes		89		1230		109470 			 49432.5
famous		89		1231		109559 			 49521.5
discussion		89		1232		109648 			 49610.5
construction		89		1233		109737 			 49699.5
condition		89		1234		109826 			 49788.5
annual		89		1235		109915 			 49877.5
unless		88		1236		108768 			 48730.5
River		88		1237		108856 			 48818.5
principal		88		1238		108944 			 48906.5
Or		88		1239		109032 			 48994.5
names		88		1240		109120 			 49082.5
management		88		1241		109208 			 49170.5
health		88		1242		109296 			 49258.5
equal		88		1243		109384 			 49346.5
develop		88		1244		109472 			 49434.5
